column	type	label	min	max
angiotensin_gt10	numeric	Flag: Ever have a PRODCODE for angiotensin > 10 years prior to index date	0	1
angiotensin_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for angiotensin > 10 years prior to index date	13395	17976
nitrates_gt10	numeric	Flag: Ever have a PRODCODE for nitrates > 10 years prior to index date	0	1
nitrates_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for nitrates > 10 years prior to index date	9875	17759
calc_gt10	numeric	Flag: Ever have a PRODCODE for calcium channel blocker > 10 years prior to index date	0	1
calc_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for calcium channel blocker > 10 years prior to index date	10055	18038
antianginal_gt10	numeric	Flag: Ever have a PRODCODE for other antianginal drug > 10 years prior to index date	0	1
antianginal_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for other antianginal drug > 10 years prior to index date	13118	17001
oral_gt10	numeric	Flag: Ever have a PRODCODE for oral anticoagulant > 10 years prior to index date	0	1
oral_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for oral anticoagulant > 10 years prior to index date	10175	17822
antiplatelet_gt10	numeric	Flag: Ever have a PRODCODE for antiplatelet drug > 10 years prior to index date	0	1
antiplatelet_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for antiplatelet drug > 10 years prior to index date	10259	18043
statins_gt10	numeric	Flag: Ever have a PRODCODE for statin > 10 years prior to index date	0	1
statins_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for statin > 10 years prior to index date	11073	18060
alphaadreno_gt10	numeric	Flag: Ever have a PRODCODE for alpha-adrenoceptor blocking drug > 10 years prior to index date	0	1
alphaadreno_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for alpha-adrenoceptor blocking drug > 10 years prior to index date	10147	17939
lipid_gt10	numeric	Flag: Ever have a PRODCODE for lipid lowering drug > 10 years prior to index date	0	1
lipid_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for lipid lowering drug > 10 years prior to index date	10554	18191
saba_gt10	numeric	Flag: Ever have a PRODCODE for SABA > 10 years prior to index date	0	1
saba_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for SABA > 10 years prior to index date	9883	17931
laba_gt10	numeric	Flag: Ever have a PRODCODE for LABA > 10 years prior to index date	0	1
laba_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for LABA > 10 years prior to index date	11459	18081
antimusc_gt10	numeric	Flag: Ever have a PRODCODE for antimuscarinic bronchodilators > 10 years prior to index date	0	1
antimusc_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for antimuscarinic bronchodilators > 10 years prior to index date	10863	17412
corticoster_gt10	numeric	Flag: Ever have a PRODCODE for corticosteroids for respiratory conditions > 10 years prior to index date	0	1
corticoster_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for corticosteroids for respiratory conditions > 10 years prior to index date	10294	17916
nonsed_gt10	numeric	Flag: Ever have a PRODCODE for non-sedating antihistamines > 10 years prior to index date	0	1
nonsed_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for non-sedating antihistamines > 10 years prior to index date	10290	18060
sedating_gt10	numeric	Flag: Ever have a PRODCODE for sedating antihistamines > 10 years prior to index date	0	1
sedating_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for sedating antihistamines > 10 years prior to index date	10148	17912
mucolyt_gt10	numeric	Flag: Ever have a PRODCODE mucolytics for > 10 years prior to index date	0	1
mucolyt_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE mucolytics for > 10 years prior to index date	10400	17948
systemicn_gt10	numeric	Flag: Ever have a PRODCODE for systemic nasal decongestants > 10 years prior to index date	0	1
systemicn_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for systemic nasal decongestants > 10 years prior to index date	10263	18105
respmisc_gt10	numeric	Flag: Ever have a PRODCODE for miscellaneous respiratory drugs > 10 years prior to index date	0	1
respmisc_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for miscellaneous respiratory drugs > 10 years prior to index date	10721	17699
nonbenz_gt10	numeric	Flag: Ever have a PRODCODE for hypnotics > 10 years prior to index date	0	1
nonbenz_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for hypnotics > 10 years prior to index date	10868	17903
antipsyc_1_gt10	numeric	Flag: Ever have a PRODCODE for first generation antipsychotics > 10 years prior to index date	0	1
antipsyc_1_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for first generation antipsychotics > 10 years prior to index date	10393	17972
antipsyc_2_gt10	numeric	Flag: Ever have a PRODCODE for second generation antipsychotics > 10 years prior to index date	0	1
antipsyc_2_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for second generation antipsychotics > 10 years prior to index date	11473	17713
tricyclic_gt10	numeric	Flag: Ever have a PRODCODE for tricyclic > 10 years prior to index date	0	1
tricyclic_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for tricyclic > 10 years prior to index date	10055	18094
ssri_gt10	numeric	Flag: Ever have a PRODCODE for SSRI > 10 years prior to index date	0	1
ssri_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for SSRI > 10 years prior to index date	11056	17664
otheranti_gt10	numeric	Flag: Ever have a PRODCODE for other antidepressant > 10 years prior to index date	0	1
otheranti_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for other antidepressant > 10 years prior to index date	11176	18011
nausea_gt10	numeric	Flag: Ever have a PRODCODE for drug used in nausea/vertigo > 10 years prior to index date	0	1
nausea_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for drug used in nausea/vertigo > 10 years prior to index date	10176	18065
nonopioid_gt10	numeric	Flag: Ever have a PRODCODE for non-opioid > 10 years prior to index date	0	1
nonopioid_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for non-opioid > 10 years prior to index date	9887	18029
opioid_gt10	numeric	Flag: Ever have a PRODCODE for opioid > 10 years prior to index date	0	1
opioid_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for opioid > 10 years prior to index date	10577	18116
migraine_gt10	numeric	Flag: Ever have a PRODCODE for migraine drug > 10 years prior to index date	0	1
migraine_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for migraine drug > 10 years prior to index date	10365	17545
epilep_drug_gt10	numeric	Flag: Ever have a PRODCODE for epilepsy drug > 10 years prior to index date	0	1
epilep_drug_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for epilepsy drug > 10 years prior to index date	10237	17860
parkinsons_gt10	numeric	Flag: Ever have a PRODCODE for Parkinsons drug > 10 years prior to index date	0	1
parkinsons_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for Parkinsons drug > 10 years prior to index date	11011	17640
benzo_gt10	numeric	Flag: Ever have a PRODCODE for benzodiazepines > 10 years prior to index date	0	1
benzo_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for benzodiazepines > 10 years prior to index date	10077	17743
compound_gt10	numeric	Flag: Ever have a PRODCODE for non-opioid/compound analgesic > 10 years prior to index date	0	1
compound_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for non-opioid/compound analgesic > 10 years prior to index date	10104	18039
neuropath_gt10	numeric	Flag: Ever have a PRODCODE for neuropathid pain drug > 10 years prior to index date	0	1
neuropath_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for neuropathid pain drug > 10 years prior to index date	12953	18045
penicillin_gt10	numeric	Flag: Ever have a PRODCODE for penicillin > 10 years prior to index date	0	1
penicillin_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for penicillin > 10 years prior to index date	10139	18093
cephalosporins_gt10	numeric	Flag: Ever have a PRODCODE for cephalosporins > 10 years prior to index date	0	1
cephalosporins_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for cephalosporins > 10 years prior to index date	10239	18051
tetracyclines_gt10	numeric	Flag: Ever have a PRODCODE for tetracyclines > 10 years prior to index date	0	1
tetracyclines_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for tetracyclines > 10 years prior to index date	10085	17944
macrolides_gt10	numeric	Flag: Ever have a PRODCODE for macrolides > 10 years prior to index date	0	1
macrolides_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for macrolides > 10 years prior to index date	10496	18172
sulpho_gt10	numeric	Flag: Ever have a PRODCODE for sulphonamides > 10 years prior to index date	0	1
sulpho_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for sulphonamides > 10 years prior to index date	10179	18109
metro_gt10	numeric	Flag: Ever have a PRODCODE for metronidazole > 10 years prior to index date	0	1
metro_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for metronidazole > 10 years prior to index date	10477	17986
quinolones_gt10	numeric	Flag: Ever have a PRODCODE for quinolones > 10 years prior to index date	0	1
quinolones_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for quinolones > 10 years prior to index date	10790	18029
nitrofur_gt10	numeric	Flag: Ever have a PRODCODE for nitrofurantoin > 10 years prior to index date	0	1
nitrofur_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for nitrofurantoin > 10 years prior to index date	10574	18142
antifungal_gt10	numeric	Flag: Ever have a PRODCODE for antifungal > 10 years prior to index date	0	1
antifungal_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for antifungal > 10 years prior to index date	10344	17968
herpes_gt10	numeric	Flag: Ever have a PRODCODE for herpes drug > 10 years prior to index date	0	1
herpes_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for herpes drug > 10 years prior to index date	10513	18141
corticosteroid_gt10	numeric	Flag: Ever have a PRODCODE for corticosteroid > 10 years prior to index date	0	1
corticosteroid_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for corticosteroid > 10 years prior to index date	10359	17975
insulins_gt10	numeric	Flag: Ever have a PRODCODE for insulins > 10 years prior to index date	0	1
insulins_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for insulins > 10 years prior to index date	10766	17336
sulphon_gt10	numeric	Flag: Ever have a PRODCODE for sulphonylureas > 10 years prior to index date	0	1
sulphon_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for sulphonylureas > 10 years prior to index date	10603	18112
biguanides_gt10	numeric	Flag: Ever have a PRODCODE for biguanides > 10 years prior to index date	0	1
biguanides_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for biguanides > 10 years prior to index date	10209	17701
metformin_gt10	numeric	Flag: Ever have a PRODCODE for metformin > 10 years prior to index date	0	1
metformin_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for metformin > 10 years prior to index date	10209	17701
otherantidiab_gt10	numeric	Flag: Ever have a PRODCODE for other antidiabetic drugs > 10 years prior to index date	0	1
otherantidiab_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for other antidiabetic drugs > 10 years prior to index date	11792	17933
thyroidhorm_gt10	numeric	Flag: Ever have a PRODCODE for thyroid hormones > 10 years prior to index date	0	1
thyroidhorm_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for thyroid hormones > 10 years prior to index date	9932	17680
antithy_gt10	numeric	Flag: Ever have a PRODCODE for antithyroid drugs > 10 years prior to index date	0	1
antithy_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for antithyroid drugs > 10 years prior to index date	10039	17447
oestrogen_gt10	numeric	Flag: Ever have a PRODCODE for oestrogen/HRT > 10 years prior to index date	0	1
oestrogen_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for oestrogen/HRT > 10 years prior to index date	9862	17911
bisphos_gt10	numeric	Flag: Ever have a PRODCODE for bisphosphonates > 10 years prior to index date	0	1
bisphos_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for bisphosphonates > 10 years prior to index date	11420	17993
progest_gt10	numeric	Flag: Ever have a PRODCODE for progesterones > 10 years prior to index date	0	1
progest_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for progesterones > 10 years prior to index date	10416	17668
combined_gt10	numeric	Flag: Ever have a PRODCODE for combined hormonal contraceptives > 10 years prior to index date	0	1
combined_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for combined hormonal contraceptives > 10 years prior to index date	10114	17938
urinary_gt10	numeric	Flag: Ever have a PRODCODE for urinary incontinence drugs > 10 years prior to index date	0	1
urinary_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for urinary incontinence drugs > 10 years prior to index date	10876	17916
phospho_gt10	numeric	Flag: Ever have a PRODCODE for phosphodiesterase > 10 years prior to index date	0	1
phospho_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for phosphodiesterase > 10 years prior to index date	14020	17707
immunes_gt10	numeric	Flag: Ever have a PRODCODE for immunosuppressants > 10 years prior to index date	0	0
immunes_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for immunosuppressants > 10 years prior to index date	Inf	-Inf
oraliron_gt10	numeric	Flag: Ever have a PRODCODE for oral iron > 10 years prior to index date	0	1
oraliron_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for oral iron > 10 years prior to index date	10178	17903
megaloblast_gt10	numeric	Flag: Ever have a PRODCODE for megaloblast > 10 years prior to index date	0	1
megaloblast_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for megaloblast > 10 years prior to index date	10449	17884
potassium_gt10	numeric	Flag: Ever have a PRODCODE for oral potassium > 10 years prior to index date	0	1
potassium_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for oral potassium > 10 years prior to index date	10773	17017
calcium_gt10	numeric	Flag: Ever have a PRODCODE for calcium > 10 years prior to index date	0	1
calcium_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for calcium > 10 years prior to index date	10562	17814
vitaminb_gt10	numeric	Flag: Ever have a PRODCODE for vitamin B > 10 years prior to index date	0	1
vitaminb_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for vitamin B > 10 years prior to index date	10336	17685
vitamind_gt10	numeric	Flag: Ever have a PRODCODE for vitamin D > 10 years prior to index date	0	1
vitamind_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for vitamin D > 10 years prior to index date	10934	17993
multivit_gt10	numeric	Flag: Ever have a PRODCODE for multivitamin > 10 years prior to index date	0	1
multivit_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for multivitamin > 10 years prior to index date	10514	17353
calciumd_gt10	numeric	Flag: Ever have a PRODCODE for calcium/vitamin D > 10 years prior to index date	0	1
calciumd_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for calcium/vitamin D > 10 years prior to index date	11259	17699
nsaids_gt10	numeric	Flag: Ever have a PRODCODE for NSAIDS > 10 years prior to index date	0	1
nsaids_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for NSAIDS > 10 years prior to index date	9950	18066
goutdrug_gt10	numeric	Flag: Ever have a PRODCODE for gout drug > 10 years prior to index date	0	1
goutdrug_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for gout drug > 10 years prior to index date	10163	17223
nasal_gt10	numeric	Flag: Ever have a PRODCODE for corticosteroid used in nasal allergy > 10 years prior to index date	0	1
nasal_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for corticosteroid used in nasal allergy > 10 years prior to index date	10356	18113
nasal2_gt10	numeric	Flag: Ever have a PRODCODE for drugs used in nasal allergy > 10 years prior to index date	0	1
nasal2_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for drugs used in nasal allergy > 10 years prior to index date	10391	15790
sympath_gt10	numeric	Flag: Ever have a PRODCODE for sympathomimetics > 10 years prior to index date	0	1
sympath_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for sympathomimetics > 10 years prior to index date	10671	17979
orophar_gt10	numeric	Flag: Ever have a PRODCODE for oropharyngeal drugs > 10 years prior to index date	0	1
orophar_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for oropharyngeal drugs > 10 years prior to index date	11123	17316
antiinfect_gt10	numeric	Flag: Ever have a PRODCODE for anti-infective drugs > 10 years prior to index date	0	1
antiinfect_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for anti-infective drugs > 10 years prior to index date	11791	17927
vaccines_gt10	numeric	Flag: Ever have a PRODCODE for vaccines > 10 years prior to index date	0	1
vaccines_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for vaccines > 10 years prior to index date	10265	17904
influenza_gt10	numeric	Flag: Ever have a PRODCODE for influenza vaccine > 10 years prior to index date	0	1
influenza_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for influenza vaccine > 10 years prior to index date	10192	17818
hepa_gt10	numeric	Flag: Ever have a PRODCODE for hepatitis A > 10 years prior to index date	0	1
hepa_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for hepatitis A > 10 years prior to index date	12099	17937
pneumo_gt10	numeric	Flag: Ever have a PRODCODE for pneumoccocal vaccine > 10 years prior to index date	0	1
pneumo_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for pneumoccocal vaccine > 10 years prior to index date	11264	18049
diphtheria_gt10	numeric	Flag: Ever have a PRODCODE for diphteria > 10 years prior to index date	0	1
diphtheria_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for diphteria > 10 years prior to index date	16376	18014
typhoid_gt10	numeric	Flag: Ever have a PRODCODE for typhoid > 10 years prior to index date	0	1
typhoid_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for typhoid > 10 years prior to index date	10500	17910
gimiscbenign_gt10	numeric	Flag: Ever have a PRODCODE for GI misc/benign > 10 years prior to index date	0	1
gimiscbenign_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for GI misc/benign > 10 years prior to index date	11327	16771
immuneresponse_gt10	numeric	Flag: Ever have a PRODCODE for immune response drugs > 10 years prior to index date	0	1
immuneresponse_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for immune response drugs > 10 years prior to index date	10522	16846
methotrexate_gt10	numeric	Flag: Ever have a PRODCODE for methotrexate > 10 years prior to index date	0	1
methotrexate_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for methotrexate > 10 years prior to index date	11175	16666
azathioprine_gt10	numeric	Flag: Ever have a PRODCODE for azathioprine > 10 years prior to index date	0	1
azathioprine_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for azathioprine > 10 years prior to index date	10522	16846
alkylating_gt10	numeric	Flag: Ever have a PRODCODE for alkylating > 10 years prior to index date	0	0
alkylating_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for alkylating > 10 years prior to index date	Inf	-Inf
antiproimmuno_gt10	numeric	Flag: Ever have a PRODCODE for antiproliferative immuno drugs > 10 years prior to index date	0	0
antiproimmuno_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for antiproliferative immuno drugs > 10 years prior to index date	Inf	-Inf
malignant_gt10	numeric	Flag: Ever have a PRODCODE for malignancy drugs > 10 years prior to index date	0	0
malignant_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for malignancy drugs > 10 years prior to index date	Inf	-Inf
steroidsoral_gt10	numeric	Flag: Ever have a PRODCODE for oral steriods > 10 years prior to index date	0	1
steroidsoral_gt10_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for oral steriods > 10 years prior to index date	10359	17975
antacid_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for antacid > 10 years prior to index date	10048	17400
antacid_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for antacid > 10 years prior to index date	0	1
antimuscar_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for antimuscarinic > 10 years prior to index date	10378	17580
antimuscar_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for antimuscarinic > 10 years prior to index date	0	1
otherantispa_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for other antispasmodic > 10 years prior to index date	10661	17622
otherantispa_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for other antispasmodic > 10 years prior to index date	0	1
h2rec_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for H2 receptor antagonist > 10 years prior to index date	10168	17853
h2rec_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for H2 receptor antagonist > 10 years prior to index date	0	1
proton_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for proton pump inhibitor > 10 years prior to index date	11278	17975
proton_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for proton pump inhibitor > 10 years prior to index date	0	1
antimot_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for antimotility > 10 years prior to index date	10618	17323
antimot_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for antimotility > 10 years prior to index date	0	1
amino_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for aminosalicylate > 10 years prior to index date	10492	17216
amino_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for aminosalicylate > 10 years prior to index date	0	1
gimisc_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for GI miscellaneous > 10 years prior to index date	10522	16666
gimisc_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for GI miscellaneous > 10 years prior to index date	0	1
cardiacgly_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for cardiac glycoside > 10 years prior to index date	10141	16958
cardiacgly_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for cardiac glycoside > 10 years prior to index date	0	1
thiaz_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for thiazide diuretic/combo > 10 years prior to index date	10141	17974
thiaz_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for thiazide diuretic/combo > 10 years prior to index date	0	1
loop_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for loop diuretic > 10 years prior to index date	10258	17692
loop_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for loop diuretic > 10 years prior to index date	0	1
potcombo_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for potassium sparing diuretics combo > 10 years prior to index date	10115	17304
potcombo_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for potassium sparing diuretics combo > 10 years prior to index date	0	1
suprav_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for supraventricular/ventricular drug > 10 years prior to index date	10871	17406
suprav_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for supraventricular/ventricular drug > 10 years prior to index date	0	1
beta_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for beta-adrenoceptor blocking drug > 10 years prior to index date	9882	17769
beta_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for beta-adrenoceptor blocking drug > 10 years prior to index date	0	1
ace_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for other ACE inhibitor combo > 10 years prior to index date	10330	18060
ace_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for other ACE inhibitor combo > 10 years prior to index date	0	1
angiotensin_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for angiotensin > 10 years prior to index date	13395	17976
angiotensin_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for angiotensin > 10 years prior to index date	0	1
nitrates_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for nitrates > 10 years prior to index date	9875	17759
nitrates_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for nitrates > 10 years prior to index date	0	1
calc_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for calcium channel blocker > 10 years prior to index date	10055	18038
calc_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for calcium channel blocker > 10 years prior to index date	0	1
antianginal_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for other antianginal drug > 10 years prior to index date	13118	17001
antianginal_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for other antianginal drug > 10 years prior to index date	0	1
oral_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for oral anticoagulant > 10 years prior to index date	10730	17822
oral_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for oral anticoagulant > 10 years prior to index date	0	1
antiplatelet_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for antiplatelet drug > 10 years prior to index date	10737	17972
antiplatelet_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for antiplatelet drug > 10 years prior to index date	0	1
statins_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for statin > 10 years prior to index date	11073	18060
statins_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for statin > 10 years prior to index date	0	1
alphaadreno_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for alpha-adrenoceptor blocking drug > 10 years prior to index date	10147	17939
alphaadreno_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for alpha-adrenoceptor blocking drug > 10 years prior to index date	0	1
lipid_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for lipid lowering drug > 10 years prior to index date	10554	17637
lipid_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for lipid lowering drug > 10 years prior to index date	0	1
saba_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for SABA > 10 years prior to index date	10309	17742
saba_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for SABA > 10 years prior to index date	0	1
laba_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for LABA > 10 years prior to index date	11459	18081
laba_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for LABA > 10 years prior to index date	0	1
antimusc_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for antimuscarinic bronchodilators > 10 years prior to index date	10863	17412
antimusc_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for antimuscarinic bronchodilators > 10 years prior to index date	0	1
corticoster_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for corticosteroids for respiratory conditions > 10 years prior to index date	10294	17822
corticoster_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for corticosteroids for respiratory conditions > 10 years prior to index date	0	1
nonsed_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for non-sedating antihistamines > 10 years prior to index date	10330	17932
nonsed_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for non-sedating antihistamines > 10 years prior to index date	0	1
